Compound	m.z	Method	High.Confidence.Annotation	Compound.Name	HMDB	KEGG
C8p_QI26875__NA	855.662	C8-pos	TRUE	NA	NA	NA
C8p_QI26979__NA	860.7609	C8-pos	TRUE	NA	NA	NA
C8p_QI27159__NA	869.8231	C8-pos	TRUE	NA	NA	NA
C8p_QI27265__NA	875.7291	C8-pos	TRUE	NA	NA	NA
C8p_QI29105__NA	1002.7882	C8-pos	TRUE	NA	NA	NA
C8p_QI29549__NA	1052.7693	C8-pos	TRUE	NA	NA	NA
C8p_QI5303__NA	367.3365	C8-pos	TRUE	NA	NA	NA
C8p_QI17569__NA	597.8741	C8-pos	TRUE	NA	NA	NA
C8p_QI23854__NA	730.8401	C8-pos	TRUE	NA	NA	NA
C8p_QI25054__NA	771.7191	C8-pos	TRUE	NA	NA	NA
C8p_QI25959__NA	809.7347	C8-pos	TRUE	NA	NA	NA
C8p_QI26137__NA	817.7058	C8-pos	TRUE	NA	NA	NA
C8p_QI26401__NA	830.809	C8-pos	TRUE	NA	NA	NA
C8p_QI26560__NA	838.7867	C8-pos	TRUE	NA	NA	NA
C8p_QI26663__NA	843.7423	C8-pos	TRUE	NA	NA	NA
C8p_QI26819__NA	851.6879	C8-pos	TRUE	NA	NA	NA
C8p_QI28326__NA	937.8107	C8-pos	TRUE	NA	NA	NA
C8p_QI29867__NA	1094.8379	C8-pos	TRUE	NA	NA	NA
C8p_QI29912__NA	1098.7537	C8-pos	TRUE	NA	NA	NA
C8p_QI15671__NA	562.8762	C8-pos	TRUE	NA	NA	NA
C8p_QI27682__NA	897.7301	C8-pos	TRUE	NA	NA	NA
C8p_QI28512__NA	951.7497	C8-pos	TRUE	NA	NA	NA
C8p_QI16478__NA	577.5188	C8-pos	TRUE	NA	NA	NA
C8p_QI17907__NA	603.534	C8-pos	TRUE	NA	NA	NA
C8p_QI26537__NA	837.7298	C8-pos	TRUE	NA	NA	NA
C8p_QI27236__NA	873.8246	C8-pos	TRUE	NA	NA	NA
C8p_QI27546__NA	890.8148	C8-pos	TRUE	NA	NA	NA
C8p_QI28039__NA	917.8279	C8-pos	TRUE	NA	NA	NA
C8p_QI28247__NA	932.8626	C8-pos	TRUE	NA	NA	NA
C8p_QI29799__NA	1085.7157	C8-pos	TRUE	NA	NA	NA
C8p_QI5410__NA	369.3514	C8-pos	TRUE	NA	NA	NA
C8p_QI22105__NA	689.563	C8-pos	TRUE	NA	NA	NA
C8p_QI27468__NA	886.6714	C8-pos	TRUE	NA	NA	NA
C8p_QI28075__NA	919.7718	C8-pos	TRUE	NA	NA	NA
C8p_QI28160__NA	925.8166	C8-pos	TRUE	NA	NA	NA
C8p_QI14969__NA	549.6847	C8-pos	TRUE	NA	NA	NA
C8p_QI21785__NA	682.6495	C8-pos	TRUE	NA	NA	NA
C8p_QI5912__NA	379.3368	C8-pos	TRUE	NA	NA	NA
C8p_QI6723__NA	395.3672	C8-pos	TRUE	NA	NA	NA
C8p_QI19075__NA	625.8508	C8-pos	TRUE	NA	NA	NA
C8p_QI23201__NA	713.6197	C8-pos	TRUE	NA	NA	NA
C8p_QI24286__NA	744.6616	C8-pos	TRUE	NA	NA	NA
C8p_QI24454__NA	749.6184	C8-pos	TRUE	NA	NA	NA
C8p_QI24480__NA	750.5614	C8-pos	TRUE	NA	NA	NA
C8p_QI28325__NA	937.8104	C8-pos	TRUE	NA	NA	NA
C8p_QI627__NA	216.094	C8-pos	TRUE	NA	NA	NA
C8p_QI15407__NA	557.8633	C8-pos	TRUE	NA	NA	NA
C8p_QI23819__NA	729.5943	C8-pos	TRUE	NA	NA	NA
C8p_QI24493__NA	751.0628	C8-pos	TRUE	NA	NA	NA
C8p_QI28171__NA	926.7034	C8-pos	TRUE	NA	NA	NA
C8p_QI1936__NA	279.1582	C8-pos	TRUE	NA	NA	NA
C8p_QI5517__NA	371.3666	C8-pos	TRUE	NA	NA	NA
C8p_QI5623__NA	373.3739	C8-pos	TRUE	NA	NA	NA
C8p_QI8444__NA	428.8899	C8-pos	TRUE	NA	NA	NA
C8p_QI19993__NA	644.6335	C8-pos	TRUE	NA	NA	NA
C8p_QI20218__NA	649.5891	C8-pos	TRUE	NA	NA	NA
C8p_QI20660__NA	658.649	C8-pos	TRUE	NA	NA	NA
C8p_QI20836__NA	662.6802	C8-pos	TRUE	NA	NA	NA
C8p_QI20974__NA	665.5631	C8-pos	TRUE	NA	NA	NA
C8p_QI21851__NA	683.6093	C8-pos	TRUE	NA	NA	NA
C8p_QI24049__NA	736.8566	C8-pos	TRUE	NA	NA	NA
C8p_QI24955__NA	768.3439	C8-pos	TRUE	NA	NA	NA
C8p_QI25598__NA	795.7345	C8-pos	TRUE	NA	NA	NA
C8p_QI25603__NA	795.8184	C8-pos	TRUE	NA	NA	NA
C8p_QI27013__NA	862.671	C8-pos	TRUE	NA	NA	NA
C8p_QI29576__NA	1057.8215	C8-pos	TRUE	NA	NA	NA
C8p_QI676__NA	216.9226	C8-pos	TRUE	NA	NA	NA
C8p_QI7429__NA	409.3828	C8-pos	TRUE	NA	NA	NA
C8p_QI22021__NA	687.604	C8-pos	TRUE	NA	NA	NA
C8p_QI22761__NA	703.5784	C8-pos	TRUE	NA	NA	NA
C8p_QI25526__NA	792.7778	C8-pos	TRUE	NA	NA	NA
C8p_QI25655__NA	797.7344	C8-pos	TRUE	NA	NA	NA
C8p_QI27544__NA	890.7808	C8-pos	TRUE	NA	NA	NA
C8p_QI27728__NA	900.6877	C8-pos	TRUE	NA	NA	NA
C8p_QI28590__NA	957.7877	C8-pos	TRUE	NA	NA	NA
C8p_QI28844__NA	976.7931	C8-pos	TRUE	NA	NA	NA
C8p_QI618__NA	216.0937	C8-pos	TRUE	NA	NA	NA
C8p_QI23645__NA	725.6203	C8-pos	TRUE	NA	NA	NA
C8p_QI24196__NA	741.5946	C8-pos	TRUE	NA	NA	NA
C8p_QI26300__NA	825.7286	C8-pos	TRUE	NA	NA	NA
C8p_QI28526__NA	952.8309	C8-pos	TRUE	NA	NA	NA
C8p_QI8192__NA	423.3985	C8-pos	TRUE	NA	NA	NA
C8p_QI23469__NA	720.665	C8-pos	TRUE	NA	NA	NA
C8p_QI23979__NA	734.6805	C8-pos	TRUE	NA	NA	NA
C8p_QI28329__NA	938.7036	C8-pos	TRUE	NA	NA	NA
C8p_QI10255__NA	462.8733	C8-pos	TRUE	NA	NA	NA
C8p_QI27352__NA	879.7201	C8-pos	TRUE	NA	NA	NA
C8p_QI28223__NA	930.8479	C8-pos	TRUE	NA	NA	NA
C8p_QI10241__NA	462.3721	C8-pos	TRUE	NA	NA	NA
C8p_QI17909__NA	603.5345	C8-pos	TRUE	NA	NA	NA
C8p_QI26940__NA	858.7879	C8-pos	TRUE	NA	NA	NA
C8p_QI27041__NA	863.7446	C8-pos	TRUE	NA	NA	NA
C8p_QI27179__NA	870.7119	C8-pos	TRUE	NA	NA	NA
C8p_QI27458__NA	885.7907	C8-pos	TRUE	NA	NA	NA
C8p_QI27764__NA	902.7433	C8-pos	TRUE	NA	NA	NA
C8p_QI27847__NA	907.6979	C8-pos	TRUE	NA	NA	NA
C8p_QI28014__NA	916.8316	C8-pos	TRUE	NA	NA	NA
C8p_QI28116__NA	923.7456	C8-pos	TRUE	NA	NA	NA
C8p_QI28406__NA	943.8431	C8-pos	TRUE	NA	NA	NA
C8p_QI28612__NA	958.878	C8-pos	TRUE	NA	NA	NA
C8p_QI28752__NA	969.7405	C8-pos	TRUE	NA	NA	NA
C8p_QI28831__NA	975.7601	C8-pos	TRUE	NA	NA	NA
C8p_QI29471__NA	1043.7468	C8-pos	TRUE	NA	NA	NA
C8p_QI6822__NA	397.3828	C8-pos	TRUE	NA	NA	NA
C8p_QI6928__NA	399.3895	C8-pos	TRUE	NA	NA	NA
C8p_QI22352__NA	694.6493	C8-pos	TRUE	NA	NA	NA
C8p_QI22582__NA	699.6041	C8-pos	TRUE	NA	NA	NA
C8p_QI26036__NA	813.4195	C8-pos	TRUE	NA	NA	NA
C8p_QI27264__NA	875.6681	C8-pos	TRUE	NA	NA	NA
C8p_QI27555__NA	891.6421	C8-pos	TRUE	NA	NA	NA
C8p_QI6119__NA	383.3671	C8-pos	TRUE	NA	NA	NA
C8p_QI6716__NA	395.3668	C8-pos	TRUE	NA	NA	NA
C8p_QI20557__NA	656.6345	C8-pos	TRUE	NA	NA	NA
C8p_QI23261__NA	715.5784	C8-pos	TRUE	NA	NA	NA
C8p_QI27933__NA	912.6863	C8-pos	TRUE	NA	NA	NA
C8p_QI29137__NA	1005.7988	C8-pos	TRUE	NA	NA	NA
C8p_QI29553__NA	1054.2964	C8-pos	TRUE	NA	NA	NA
C8p_QI20790__NA	661.5892	C8-pos	TRUE	NA	NA	NA
C8p_QI686__NA	216.9226	C8-pos	TRUE	NA	NA	NA
C8p_QI1472__NA	259.2414	C8-pos	TRUE	NA	NA	NA
C8p_QI3083__NA	315.304	C8-pos	TRUE	NA	NA	NA
C8p_QI5521__NA	371.367	C8-pos	TRUE	NA	NA	NA
C8p_QI20416__NA	653.6221	C8-pos	TRUE	NA	NA	NA
C8p_QI21234__NA	670.6493	C8-pos	TRUE	NA	NA	NA
C8p_QI21886__NA	684.6641	C8-pos	TRUE	NA	NA	NA
C8p_QI27824__NA	905.7587	C8-pos	TRUE	NA	NA	NA
C8p_QI290__NA	205.1947	C8-pos	TRUE	NA	NA	NA
C8p_QI5622__NA	373.3733	C8-pos	TRUE	NA	NA	NA
C8p_QI21474__NA	675.6046	C8-pos	TRUE	NA	NA	NA
C8p_QI22214__NA	691.5786	C8-pos	TRUE	NA	NA	NA
C8p_QI27232__NA	873.7307	C8-pos	TRUE	NA	NA	NA
C8p_QI27503__NA	888.6869	C8-pos	TRUE	NA	NA	NA
C8p_QI29696__NA	1070.8399	C8-pos	TRUE	NA	NA	NA
C8p_QI15670__NA	562.8761	C8-pos	TRUE	NA	NA	NA
C8p_QI24509__NA	751.6338	C8-pos	TRUE	NA	NA	NA
C8p_QI22987__NA	708.6653	C8-pos	TRUE	NA	NA	NA
C8p_QI23582__NA	723.6826	C8-pos	TRUE	NA	NA	NA
C8p_QI25386__NA	785.7351	C8-pos	TRUE	NA	NA	NA
C8p_QI26820__NA	851.745	C8-pos	TRUE	NA	NA	NA
C8p_QI28172__NA	926.7043	C8-pos	TRUE	NA	NA	NA
C8p_QI714__NA	217.1951	C8-pos	TRUE	NA	NA	NA
C8p_QI7432__NA	409.3829	C8-pos	TRUE	NA	NA	NA
C8p_QI23203__NA	713.6203	C8-pos	TRUE	NA	NA	NA
C8p_QI23820__NA	729.5944	C8-pos	TRUE	NA	NA	NA
C8p_QI26505__NA	835.749	C8-pos	TRUE	NA	NA	NA
C8p_QI27538__NA	890.7751	C8-pos	TRUE	NA	NA	NA
C8p_QI27924__NA	911.7475	C8-pos	TRUE	NA	NA	NA
C8p_QI28458__NA	948.78	C8-pos	TRUE	NA	NA	NA
C8p_QI28532__NA	953.736	C8-pos	TRUE	NA	NA	NA
C8p_QI28833__NA	975.8016	C8-pos	TRUE	NA	NA	NA
C8p_QI28392__NA	942.8467	C8-pos	TRUE	NA	NA	NA
C8p_QI28483__NA	949.7614	C8-pos	TRUE	NA	NA	NA
C8p_QI28964__NA	987.6843	C8-pos	TRUE	NA	NA	NA
C8p_QI27727__NA	900.6868	C8-pos	TRUE	NA	NA	NA
C8p_QI27823__NA	905.7557	C8-pos	TRUE	NA	NA	NA
C8p_QI28722__NA	966.758	C8-pos	TRUE	NA	NA	NA
C8p_QI28774__NA	971.7103	C8-pos	TRUE	NA	NA	NA
C8p_QI6121__NA	383.3671	C8-pos	TRUE	NA	NA	NA
C8p_QI12727__NA	508.8581	C8-pos	TRUE	NA	NA	NA
C8p_QI21787__NA	682.6499	C8-pos	TRUE	NA	NA	NA
C8p_QI22024__NA	687.6047	C8-pos	TRUE	NA	NA	NA
C8p_QI24110__NA	738.7111	C8-pos	TRUE	NA	NA	NA
C8p_QI24680__NA	757.7058	C8-pos	TRUE	NA	NA	NA
C8p_QI25595__NA	795.6986	C8-pos	TRUE	NA	NA	NA
C8p_QI22763__NA	703.5789	C8-pos	TRUE	NA	NA	NA
C8p_QI24264__NA	743.6671	C8-pos	TRUE	NA	NA	NA
C8p_QI29031__NA	994.3308	C8-pos	TRUE	NA	NA	NA
C8p_QI2606__NA	302.9423	C8-pos	TRUE	NA	NA	NA
C8p_QI6932__NA	399.3981	C8-pos	TRUE	NA	NA	NA
C8p_QI22448__NA	696.665	C8-pos	TRUE	NA	NA	NA
C8p_QI27510__NA	888.7754	C8-pos	TRUE	NA	NA	NA
C8p_QI27998__NA	915.7776	C8-pos	TRUE	NA	NA	NA
C8p_QI29898__NA	1096.8526	C8-pos	TRUE	NA	NA	NA
C8p_QI8588__NA	431.352	C8-pos	TRUE	NA	NA	NA
C8p_QI23336__NA	717.5943	C8-pos	TRUE	NA	NA	NA
C8p_QI25887__NA	806.7936	C8-pos	TRUE	NA	NA	NA
C8p_QI26010__NA	811.7509	C8-pos	TRUE	NA	NA	NA
C8p_QI26419__NA	831.7221	C8-pos	TRUE	NA	NA	NA
C8p_QI26836__NA	852.6962	C8-pos	TRUE	NA	NA	NA
C8p_QI26855__NA	853.7031	C8-pos	TRUE	NA	NA	NA
C8p_QI27716__NA	899.7462	C8-pos	TRUE	NA	NA	NA
C8p_QI634__NA	216.0952	C8-pos	TRUE	NA	NA	NA
C8p_QI7551__NA	411.3989	C8-pos	TRUE	NA	NA	NA
C8p_QI20886__NA	663.6048	C8-pos	TRUE	NA	NA	NA
C8p_QI27140__NA	868.6698	C8-pos	TRUE	NA	NA	NA
C8p_QI27149__NA	869.6772	C8-pos	TRUE	NA	NA	NA
C8p_QI27291__NA	876.6868	C8-pos	TRUE	NA	NA	NA
C8p_QI27583__NA	892.8287	C8-pos	TRUE	NA	NA	NA
C8p_QI29659__NA	1066.7871	C8-pos	TRUE	NA	NA	NA
C8p_QI21648__NA	679.5787	C8-pos	TRUE	NA	NA	NA
C8p_QI26588__NA	839.7458	C8-pos	TRUE	NA	NA	NA
C8p_QI26725__NA	847.7299	C8-pos	TRUE	NA	NA	NA
C8p_QI27035__NA	863.7041	C8-pos	TRUE	NA	NA	NA
C8p_QI28323__NA	937.7647	C8-pos	TRUE	NA	NA	NA
C8p_QI28547__NA	954.84760000000006	C8-pos	TRUE	NA	NA	NA
C8p_QI28832__NA	975.7768	C8-pos	TRUE	NA	NA	NA
C8p_QI24142__NA	739.6353	C8-pos	TRUE	NA	NA	NA
C8p_QI26901__NA	856.8093	C8-pos	TRUE	NA	NA	NA
C8p_QI27001__NA	861.7654	C8-pos	TRUE	NA	NA	NA
C8p_QI27542__NA	890.7793	C8-pos	TRUE	NA	NA	NA
C8p_QI28629__NA	959.8041	C8-pos	TRUE	NA	NA	NA
C8p_QI16144__NA	571.5304	C8-pos	TRUE	NA	NA	NA
C8p_QI27043__NA	863.8056	C8-pos	TRUE	NA	NA	NA
C8p_QI963__NA	234.0554	C8-pos	TRUE	NA	NA	NA
C8p_QI2607__NA	302.9423	C8-pos	TRUE	NA	NA	NA
C8p_QI28723__NA	966.7589	C8-pos	TRUE	NA	NA	NA
C8p_QI28780__NA	971.8037	C8-pos	TRUE	NA	NA	NA
C8p_QI27991__NA	915.706	C8-pos	TRUE	NA	NA	NA
C8p_QI14955__NA	549.5166	C8-pos	TRUE	NA	NA	NA
C8p_QI21193__NA	669.651	C8-pos	TRUE	NA	NA	NA
C8p_QI24511__NA	751.6365	C8-pos	TRUE	NA	NA	NA
C8p_QI673__NA	216.9226	C8-pos	TRUE	NA	NA	NA
C8p_QI6825__NA	397.3828	C8-pos	TRUE	NA	NA	NA
C8p_QI16921__NA	586.2057	C8-pos	TRUE	NA	NA	NA
C8p_QI20925__NA	664.6958	C8-pos	TRUE	NA	NA	NA
C8p_QI21586__NA	678.6151	C8-pos	TRUE	NA	NA	NA
C8p_QI22215__NA	691.5788	C8-pos	TRUE	NA	NA	NA
C8p_QI29106__NA	1002.7892	C8-pos	TRUE	NA	NA	NA
C8p_QI481__NA	214.1211	C8-pos	TRUE	NA	NA	NA
C8p_QI5414__NA	369.3515	C8-pos	TRUE	NA	NA	NA
C8p_QI26747__NA	848.7484	C8-pos	TRUE	NA	NA	NA
C8p_QI27495__NA	887.8038	C8-pos	TRUE	NA	NA	NA
C8p_QI27504__NA	888.6871	C8-pos	TRUE	NA	NA	NA
C8p_QI17905__NA	603.5329	C8-pos	TRUE	NA	NA	NA
C8p_QI17995__NA	605.549	C8-pos	TRUE	NA	NA	NA
C8p_QI25385__NA	785.7335	C8-pos	TRUE	NA	NA	NA
C8p_QI26538__NA	837.7663	C8-pos	TRUE	NA	NA	NA
C8p_QI28059__NA	918.8474	C8-pos	TRUE	NA	NA	NA
C8p_QI28155__NA	925.7615	C8-pos	TRUE	NA	NA	NA
C8p_QI28246__NA	932.8619	C8-pos	TRUE	NA	NA	NA
C8p_QI28425__NA	945.8572	C8-pos	TRUE	NA	NA	NA
C8p_QI28856__NA	977.7756	C8-pos	TRUE	NA	NA	NA
C8p_QI6231__NA	385.3822	C8-pos	TRUE	NA	NA	NA
C8p_QI21887__NA	684.6649	C8-pos	TRUE	NA	NA	NA
C8p_QI22115__NA	689.6204	C8-pos	TRUE	NA	NA	NA
C8p_QI23272__NA	715.6345	C8-pos	TRUE	NA	NA	NA
C8p_QI27380__NA	881.7344	C8-pos	TRUE	NA	NA	NA
C8p_QI28192__NA	928.7182	C8-pos	TRUE	NA	NA	NA
C8p_QI621__NA	216.0937	C8-pos	TRUE	NA	NA	NA
C8p_QI19739__NA	638.8759	C8-pos	TRUE	NA	NA	NA
C8p_QI25716__NA	799.7501	C8-pos	TRUE	NA	NA	NA
C8p_QI26635__NA	841.7624	C8-pos	TRUE	NA	NA	NA
C8p_QI26984__NA	860.8015	C8-pos	TRUE	NA	NA	NA
C8p_QI27089__NA	865.7617	C8-pos	TRUE	NA	NA	NA
C8p_QI27763__NA	902.7013	C8-pos	TRUE	NA	NA	NA
C8p_QI22881__NA	705.5939	C8-pos	TRUE	NA	NA	NA
C8p_QI22958__NA	707.6717	C8-pos	TRUE	NA	NA	NA
C8p_QI28690__NA	963.7818	C8-pos	TRUE	NA	NA	NA
C8p_QI23743__NA	727.636	C8-pos	TRUE	NA	NA	NA
C8p_QI24257__NA	743.6102	C8-pos	TRUE	NA	NA	NA
C8p_QI28037__NA	917.7924	C8-pos	TRUE	NA	NA	NA
C8p_QI2604__NA	302.9422	C8-pos	TRUE	NA	NA	NA
C8p_QI8194__NA	423.3986	C8-pos	TRUE	NA	NA	NA
C8p_QI23542__NA	722.6808	C8-pos	TRUE	NA	NA	NA
C8p_QI25055__NA	771.7215	C8-pos	TRUE	NA	NA	NA
C8p_QI28359__NA	940.7185	C8-pos	TRUE	NA	NA	NA
C8p_QI27584__NA	892.8287	C8-pos	TRUE	NA	NA	NA
C8p_QI6824__NA	397.3828	C8-pos	TRUE	NA	NA	NA
C8p_QI22450__NA	696.6652	C8-pos	TRUE	NA	NA	NA
C8p_QI22683__NA	701.6202	C8-pos	TRUE	NA	NA	NA
C8p_QI23069__NA	710.6804	C8-pos	TRUE	NA	NA	NA
C8p_QI23335__NA	717.5943	C8-pos	TRUE	NA	NA	NA
C8p_QI24921__NA	766.7662	C8-pos	TRUE	NA	NA	NA
C8p_QI27539__NA	890.779	C8-pos	TRUE	NA	NA	NA
C8p_QI27967__NA	914.7028	C8-pos	TRUE	NA	NA	NA
C8p_QI22411__NA	695.6662	C8-pos	TRUE	NA	NA	NA
C8p_QI28513__NA	951.7773	C8-pos	TRUE	NA	NA	NA
C8p_QI22160__NA	690.7109	C8-pos	TRUE	NA	NA	NA
C8p_QI26151__NA	818.7747	C8-pos	TRUE	NA	NA	NA
C8p_QI26267__NA	823.7301	C8-pos	TRUE	NA	NA	NA
C8p_QI26586__NA	839.7041	C8-pos	TRUE	NA	NA	NA
C8p_QI28414__NA	944.8606	C8-pos	TRUE	NA	NA	NA
C8p_QI27129__NA	867.7822	C8-pos	TRUE	NA	NA	NA
C8p_QI2605__NA	302.9422	C8-pos	TRUE	NA	NA	NA
C8p_QI6936__NA	399.3984	C8-pos	TRUE	NA	NA	NA
C8p_QI28738__NA	968.7962	C8-pos	TRUE	NA	NA	NA
C8p_QI740__NA	219.2104	C8-pos	TRUE	NA	NA	NA
C8p_QI1170__NA	245.2261	C8-pos	TRUE	NA	NA	NA
C8p_QI1474__NA	259.2415	C8-pos	TRUE	NA	NA	NA
C8p_QI5522__NA	371.367	C8-pos	TRUE	NA	NA	NA
C8p_QI5621__NA	373.3733	C8-pos	TRUE	NA	NA	NA
C8p_QI21312__NA	672.6649	C8-pos	TRUE	NA	NA	NA
C8p_QI21552__NA	677.6204	C8-pos	TRUE	NA	NA	NA
C8p_QI21979__NA	686.6798	C8-pos	TRUE	NA	NA	NA
C8p_QI22314__NA	693.5944	C8-pos	TRUE	NA	NA	NA
C8p_QI27534__NA	890.7029	C8-pos	TRUE	NA	NA	NA
C8p_QI27751__NA	901.8026	C8-pos	TRUE	NA	NA	NA
C8p_QI24572__NA	753.6505	C8-pos	TRUE	NA	NA	NA
C8p_QI27511__NA	888.7769	C8-pos	TRUE	NA	NA	NA
C8p_QI29463__NA	1042.7998	C8-pos	TRUE	NA	NA	NA
C8p_QI28797__NA	973.7249	C8-pos	TRUE	NA	NA	NA
C8p_QI23273__NA	715.636	C8-pos	TRUE	NA	NA	NA
C8p_QI27852__NA	907.8129	C8-pos	TRUE	NA	NA	NA
C8p_QI25529__NA	792.8104	C8-pos	TRUE	NA	NA	NA
C8p_QI29914__NA	1098.8711	C8-pos	TRUE	NA	NA	NA
C8p_QI500__NA	214.1215	C8-pos	TRUE	NA	NA	NA
C8p_QI27750__NA	901.764	C8-pos	TRUE	NA	NA	NA
C8p_QI28609__NA	958.7671	C8-pos	TRUE	NA	NA	NA
C8p_QI28979__NA	989.699	C8-pos	TRUE	NA	NA	NA
C8p_QI22831__NA	704.8683	C8-pos	TRUE	NA	NA	NA
C8p_QI27851__NA	907.8105	C8-pos	TRUE	NA	NA	NA
C8p_QI28802__NA	973.8549	C8-pos	TRUE	NA	NA	NA
C8p_QI29750__NA	1079.9484	C8-pos	TRUE	NA	NA	NA
C8p_QI14768__NA	545.5086	C8-pos	TRUE	NA	NA	NA
C8p_QI26053__NA	813.7664	C8-pos	TRUE	NA	NA	NA
C8p_QI26773__NA	849.7455	C8-pos	TRUE	NA	NA	NA
C8p_QI6116__NA	383.3668	C8-pos	TRUE	NA	NA	NA
C8p_QI18397__NA	612.8145	C8-pos	TRUE	NA	NA	NA
C8p_QI22116__NA	689.6207	C8-pos	TRUE	NA	NA	NA
C8p_QI25934__NA	808.8104	C8-pos	TRUE	NA	NA	NA
C8p_QI26677__NA	844.79	C8-pos	TRUE	NA	NA	NA
C8p_QI27042__NA	863.7793	C8-pos	TRUE	NA	NA	NA
C8p_QI27086__NA	865.7195	C8-pos	TRUE	NA	NA	NA
C8p_QI28586__NA	956.8637	C8-pos	TRUE	NA	NA	NA
C8p_QI28662__NA	961.819	C8-pos	TRUE	NA	NA	NA
C8p_QI28857__NA	977.793	C8-pos	TRUE	NA	NA	NA
C8p_QI512__NA	214.1218	C8-pos	TRUE	NA	NA	NA
C8p_QI6934__NA	399.3984	C8-pos	TRUE	NA	NA	NA
C8p_QI26941__NA	858.8241	C8-pos	TRUE	NA	NA	NA
C8p_QI2162__NA	287.2724	C8-pos	TRUE	NA	NA	NA
C8p_QI22776__NA	703.636	C8-pos	TRUE	NA	NA	NA
C8p_QI27752__NA	901.8033	C8-pos	TRUE	NA	NA	NA
C8p_QI28011__NA	916.7183	C8-pos	TRUE	NA	NA	NA
C8p_QI626__NA	216.0939	C8-pos	TRUE	NA	NA	NA
C8p_QI22538__NA	698.6807	C8-pos	TRUE	NA	NA	NA
C8p_QI23165__NA	712.6955	C8-pos	TRUE	NA	NA	NA
C8p_QI23438__NA	719.6099	C8-pos	TRUE	NA	NA	NA
C8p_QI25387__NA	785.7375	C8-pos	TRUE	NA	NA	NA
C8p_QI12326__NA	500.8999	C8-pos	TRUE	NA	NA	NA
C8p_QI24204__NA	741.6517	C8-pos	TRUE	NA	NA	NA
C8p_QI25277__NA	780.7818	C8-pos	TRUE	NA	NA	NA
C8p_QI27508__NA	888.7742	C8-pos	TRUE	NA	NA	NA
C8p_QI27832__NA	906.8293	C8-pos	TRUE	NA	NA	NA
C8p_QI606__NA	216.0926	C8-pos	TRUE	NA	NA	NA
C8p_QI28090__NA	920.8599	C8-pos	TRUE	NA	NA	NA
C8p_QI28158__NA	925.8136	C8-pos	TRUE	NA	NA	NA
C8p_QI28377__NA	941.7865	C8-pos	TRUE	NA	NA	NA
C8p_QI28965__NA	987.8347	C8-pos	TRUE	NA	NA	NA
C8p_QI28188__NA	927.7777	C8-pos	TRUE	NA	NA	NA
C8p_QI16141__NA	571.5303	C8-pos	TRUE	NA	NA	NA
C8p_QI19322__NA	630.8426	C8-pos	TRUE	NA	NA	NA
C8p_QI27128__NA	867.7815	C8-pos	TRUE	NA	NA	NA
C8p_QI28838__NA	975.8699	C8-pos	TRUE	NA	NA	NA
C8p_QI503__NA	214.1215	C8-pos	TRUE	NA	NA	NA
C8p_QI15358__NA	556.8597	C8-pos	TRUE	NA	NA	NA
C8p_QI23615__NA	724.823	C8-pos	TRUE	NA	NA	NA
C8p_QI26589__NA	839.7813	C8-pos	TRUE	NA	NA	NA
C8p_QI25051__NA	771.6985	C8-pos	TRUE	NA	NA	NA
C8p_QI28487__NA	949.8183	C8-pos	TRUE	NA	NA	NA
C8p_QI28607__NA	958.7667	C8-pos	TRUE	NA	NA	NA
C8p_QI28671__NA	962.7798	C8-pos	TRUE	NA	NA	NA
C8p_QI516__NA	214.1219	C8-pos	TRUE	NA	NA	NA
C8p_QI12379__NA	501.8875	C8-pos	TRUE	NA	NA	NA
C8p_QI16153__NA	571.6975	C8-pos	TRUE	NA	NA	NA
C8p_QI27003__NA	861.7717	C8-pos	TRUE	NA	NA	NA
C8p_QI23826__NA	729.6515	C8-pos	TRUE	NA	NA	NA
C8p_QI629__NA	216.0942	C8-pos	TRUE	NA	NA	NA
C8p_QI22951__NA	707.6099	C8-pos	TRUE	NA	NA	NA
C8p_QI23609__NA	724.696	C8-pos	TRUE	NA	NA	NA
C8p_QI22264__NA	692.8341	C8-pos	TRUE	NA	NA	NA
C8p_QI24321__NA	745.6254	C8-pos	TRUE	NA	NA	NA
C8p_QI6232__NA	385.3823	C8-pos	TRUE	NA	NA	NA
C8p_QI22222__NA	691.6361	C8-pos	TRUE	NA	NA	NA
C8p_QI27807__NA	904.7176	C8-pos	TRUE	NA	NA	NA
C8p_QI29138__NA	1005.7994	C8-pos	TRUE	NA	NA	NA
C8p_QI28536__NA	953.793	C8-pos	TRUE	NA	NA	NA
C8p_QI22918__NA	706.8612	C8-pos	TRUE	NA	NA	NA
C8p_QI28437__NA	946.8777	C8-pos	TRUE	NA	NA	NA
C8p_QI2544__NA	301.1406	C8-pos	TRUE	NA	NA	NA
C8p_QI14226__NA	536.6294	C8-pos	TRUE	NA	NA	NA
C8p_QI16922__NA	586.2058	C8-pos	TRUE	NA	NA	NA
C8p_QI28010__NA	916.7181	C8-pos	TRUE	NA	NA	NA
C8p_QI28106__NA	922.8738	C8-pos	TRUE	NA	NA	NA
C8p_QI28190__NA	927.8284	C8-pos	TRUE	NA	NA	NA
C8p_QI28845__NA	976.8336	C8-pos	TRUE	NA	NA	NA
C8p_QI28404__NA	943.8029	C8-pos	TRUE	NA	NA	NA
C8p_QI28717__NA	965.7873	C8-pos	TRUE	NA	NA	NA
C8p_QI16142__NA	571.5303	C8-pos	TRUE	NA	NA	NA
